label_paths,targets
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_117.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_118.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_119.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_12.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_120.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_121.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_122.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_123.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_124.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_125.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_126.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_127.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_128.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_129.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_13.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_130.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_131.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_132.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_133.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_134.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_135.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_136.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_137.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_138.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_139.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_14.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_140.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_141.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_142.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_143.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_144.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_145.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_146.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_147.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_148.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_149.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_15.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_150.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_151.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_152.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_153.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_154.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_155.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_156.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_157.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_158.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_159.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_16.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_160.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_161.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_162.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_163.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_164.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_165.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_166.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_167.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_168.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_169.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_17.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_170.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_171.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_172.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_173.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_174.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_175.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_176.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_177.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_178.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_179.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_18.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_180.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_181.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_182.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_183.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_184.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_185.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_186.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_187.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_188.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_189.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_19.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_190.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_191.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_192.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_193.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_194.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_195.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_196.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_197.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_198.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_199.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_2.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_20.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_200.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_201.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_202.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_203.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_204.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_205.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_206.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_207.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_208.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_209.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_21.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_210.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_211.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_212.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_213.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_214.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_215.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_216.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_217.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_218.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_219.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_22.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_220.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_221.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_222.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_223.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_224.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_225.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_226.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_227.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_228.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_229.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_23.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_230.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_231.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_232.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_233.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_234.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_235.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_236.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_237.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_238.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_239.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_24.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_240.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_241.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_242.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_243.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_244.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_245.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_246.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_247.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_248.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_249.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_25.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_250.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_251.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_252.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_253.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_254.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_255.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_256.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_257.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_258.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_259.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_26.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_260.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_261.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_262.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_263.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_264.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_265.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_266.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_267.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_268.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_269.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_27.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_270.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_271.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_272.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_273.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_274.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_275.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_276.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_277.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_278.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_279.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_28.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_280.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_281.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_282.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_283.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_284.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_285.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_286.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_287.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_288.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_289.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_29.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_290.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_291.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_292.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_293.jpg,0
C:\Users\AWOUNANG\Desktop\CLASSIFICATION ANIMAL\classification_animal\datas\Buffalo\Buffalo_294.jpg,0
